long,lat,easting,northing,Y_mean,Y_mean_c,Y_sd,prob,quantile,quantile_c,elevation,slope,aspect,curvature,twi
-80.31822714514112,26.83976115163813,2375800.031320051,3110095.7438460723,-8.816790756137717,3.8446464547289714,0.8119368361733866,0.0102470608808187,-7.481273506302419,25.41568963565738,9.0,2.0,209.0,7.0,7.941743691836643
-100.08307358961947,28.36744443917853,393869.1276410495,3138409.042470058,-7.549568736516909,23.075812352290008,0.2273833578255152,0.0034558152400407,-7.175556395689206,39.16181727610861,224.0,1.0,270.0,7.0,8.607715418818213
-99.79416112970868,28.369433818378845,422182.4262650353,3138409.042470058,-7.544963459522543,23.22658851286643,0.2263284544383966,0.0035372791554018,-7.172686280357225,39.32109014219444,190.0,2.0,90.0,-2.0,7.941743691836643
-99.50522383143996,28.370810933808567,450495.7248890209,3138409.042470058,-7.54668469084462,23.170120678594955,0.2293461663645802,0.0038450602787922,-7.169443817272424,39.50180528657002,141.0,3.0,229.0,-8.0,7.545104852168523
-99.2162707298113,28.37157562641414,478809.0235130065,3138409.042470058,-7.563156488353708,22.63663113707553,0.2337978175975635,0.0036255850234955,-7.178593300105017,38.993991082209305,122.0,1.0,49.0,6.0,8.607715418818213
-98.92731086280774,28.371727807865668,507122.3221369926,3138409.042470058,-7.597436689176463,21.565417440121475,0.2372993798253887,0.0026360339842231,-7.207113943597338,37.45255081180757,123.0,1.0,270.0,-5.0,8.607715418818213
-98.63835326969348,28.37126746058376,535435.6207609782,3138409.042470058,-7.640648445287343,20.287026926184225,0.241860021444102,0.0017728750604899,-7.24282411180045,35.608161257047605,117.0,1.0,90.0,3.0,8.607715418818213
-98.34940698930264,28.37019463774498,563748.9193849638,3138409.042470058,-7.684839448026897,19.05800699029032,0.2500331393269891,0.0013614609355622,-7.273571531946836,34.093029741338945,55.0,2.0,330.0,-4.0,7.941743691836643
-98.06048105833096,28.36850946326558,592062.2180089494,3138409.042470058,-7.722166960236213,18.078063350590146,0.2610461066609293,0.0012893969626416,-7.2927843248934225,33.179190210013616,54.0,1.0,49.0,5.0,8.607715418818213
-97.77158450962804,28.366212131763717,620375.5166329355,3138409.042470058,-7.749564330239036,17.39102360754932,0.274462245108612,0.0015063687417431,-7.298114110910891,32.9300518840637,,,,,
-97.48272637049163,28.363302908500057,648688.8152569211,3138409.042470058,-7.763262343881826,17.057374043779113,0.2871518673351273,0.0019692395532643,-7.290939553409754,33.26586155739342,35.0,0.0,0.0,-5.0,11.522875795823396
-97.19391566096498,28.359782129296995,677002.1138809067,3138409.042470058,-7.762026707360842,17.087206567592627,0.2964782676903276,0.0026501964833768,-7.274363353438118,34.0548748737899,22.0,3.0,37.0,0.0,7.545104852168523
-96.9051613921372,28.355650200436266,705315.4125048923,3138409.042470058,-7.74351231207748,17.540506882041413,0.3057817658956638,0.0041110832439843,-7.240546065388372,35.723058963148745,7.0,2.0,246.0,1.0,7.941743691836643
-82.45621081128722,27.36532152046945,2149293.642328165,3138409.042470058,-9.096720900687831,2.587783969668195,0.6328566814686396,0.00031867796533806264,-8.055764292833668,11.278837258731537,14.0,2.0,270.0,-9.0,7.941743691836643
-82.18204911546367,27.33160590013144,2177606.9409521506,3138409.042470058,-9.12484552833164,2.4868771590035337,0.6887999198778776,0.0007398064306083389,-7.991870481876629,12.345437828793058,17.0,1.0,0.0,-5.0,8.607715418818213
-81.90836856438379,27.297391613542697,2205920.239576136,3138409.042470058,-9.111093145760108,2.53571722866403,0.7408227441258165,0.0016576920840553,-7.892548168156617,14.207183110944966,22.0,1.0,48.0,-2.0,8.607715418818213
-81.63517555219032,27.26268219788456,2234233.538200122,3138409.042470058,-9.071907596322236,2.68020455590894,0.7866439430246674,0.0033038871425602,-7.777993453518705,16.705700727637616,30.0,1.0,270.0,2.0,8.607715418818213
-81.36247639637843,27.22748122832689,2262546.836824108,3138409.042470058,-9.039912122549868,2.8042648731681425,0.8274236122490323,0.0054879661959772,-7.678921392916759,19.21817721936441,27.0,0.0,0.0,0.0,11.522875795823396
-81.09027733727451,27.191792317126627,2290860.135448093,3138409.042470058,-9.006395122570437,2.940387828604942,0.8532210832377586,0.0076062842259373,-7.602971329215347,21.39728387709138,18.0,14.0,26.0,1.0,6.000299329861114
-80.81858453754336,27.15561911272255,2319173.434072079,3138409.042470058,-8.97940408028633,3.0547949496967948,0.8658293516642505,0.0091187946280248,-7.555241530880346,22.891430494172837,3.0,0.0,0.0,0.0,11.522875795823396
-80.54740408172394,27.118965298827128,2347486.7326960647,3138409.042470058,-8.957083674740051,3.15275978999013,0.8599940422896889,0.0093659692181034,-7.542519355123199,23.30700791439557,15.0,2.0,294.0,5.0,7.941743691836643
-80.27674197579343,27.081834593515484,2375800.031320051,3138409.042470058,-8.905132265465594,3.393114870242107,0.8296221007812229,0.0087919710543006,-7.540525343996501,23.37282390737081,14.0,2.0,209.0,-9.0,7.941743691836643
